,incremental_id,tender_title,buyer,award_date,award_value,contract_start,contract_end,supplier,source_url,# Data downloads from Spend Network
60,"2,845",ESR Transformation Programme Financial Advisors,NHS BUSINESS SERVICES AUTHORITY,19/04/2022,437000.0,14/04/2022,13/10/2024,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/d4294ab3-84d3-4da2-ac8c-c26ef8ff0a87,
61,"4,087","No matching tender, likely a direct award",WELLAND PROCUREMENT,15/04/2022,,01/04/2019,31/03/2024,CAPITA EMPLOYEE BENEFITS LTD,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=b1375aeb-45bc-ec11-8113-005056b64545,
62,"4,086","No matching tender, likely a direct award",SCOTTISH ENTERPRISE,15/04/2022,540000.0,,,ERNST & YOUNG LLP (EY),https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR395118,
63,"4,080","No matching tender, likely a direct award",BRISTOL CITY COUNCIL,14/04/2022,,13/04/2022,12/06/2022,PWC,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=2d9111fe-9bae-ec11-8113-005056b64545,
64,"4,465",IT Audit Services,CLYDE GATEWAY URC,14/04/2022,,,,ERNST & YOUNG LLP (EY),https://www.find-tender.service.gov.uk/Notice/009992-2022,
65,"2,842",Digital Definition Services - Product Development,NHS DIGITAL,14/04/2022,13500000.0,28/02/2022,27/02/2024,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/011772e3-5a5c-4764-ab5a-950a7529a66a,
66,"2,844",Data Services Alliance Access - Change,NHS DIGITAL,14/04/2022,20000000.0,16/05/2022,15/05/2026,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/ee74185f-d8a9-43f4-ac11-c86d31af7609,
67,"2,841",Data Services Alliance Access - Change,NHS DIGITAL,14/04/2022,20000000.0,16/05/2022,15/05/2026,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/e17d104e-622c-438e-aaba-25690f4451fb,
68,"2,843",Midlands Regional Leadership Team Development,NHS ENGLAND,14/04/2022,88063.0,19/04/2022,10/06/2022,PWC LLP1,https://www.contractsfinder.service.gov.uk/Notice/725e6182-1811-47d0-8950-eea7ca76ab7d,
69,"4,079","No matching tender, likely a direct award",UK RESEARCH & INNOVATION,14/04/2022,196445.0,,,ATOS IT SERVICES,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR395011,
70,"4,078","No matching tender, likely a direct award",SCOTTISH ENTERPRISE,14/04/2022,540000.0,,,ERNST & YOUNG LLP (EY),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=APR446114,
71,"4,177",UKRI-1949 CDS and Buillion ServiceNow Licence,UK RESEARCH & INNOVATION,13/04/2022,,,,ATOS IT SERVICES,https://www.find-tender.service.gov.uk/Notice/009874-2022,
72,"3,850","No matching tender, likely a direct award",WIRRAL BOROUGH COUNCIL,13/04/2022,,01/10/2021,31/03/2022,CAPITA ONE REVENUES AND BENEFITS,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=4f03229b-44ba-ec11-8113-005056b64545,
73,"2,833",Covid-19 and Related Programmes  TS3,NHS DIGITAL,13/04/2022,25000000.0,13/04/2022,12/04/2024,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/de617a52-60ae-4592-a324-85bdf34cac31,
74,"2,834",UK wide One-health AMR Surveillance System,UK HEALTH SECURITY AGENCY,13/04/2022,1000000.0,11/04/2022,10/04/2024,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/e9953913-3379-4ede-98be-f11f4d4b92f7,
75,"2,835",Dynamics Development Service - DfE,DEPARTMENT FOR EDUCATION,13/04/2022,1200000.0,13/04/2022,12/04/2023,FUJITSU SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/db58934a-072c-4888-abfd-256caf1a34f8,
76,"2,838",CA9492 - ESNEFT1387 - To complete a Well-led review,EAST SUFFOLK AND NORTH ESSEX NHS FT,13/04/2022,65000.0,01/03/2022,31/03/2023,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/cef812a7-adae-4480-932b-9f453cc060da,
77,"2,839",MI and Data Management Support,FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE,13/04/2022,129000.0,14/04/2022,27/05/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/e3e2a720-c362-4c2a-84b5-9b5c9a88de9b,
78,"2,840",Covid-19 and Related Programmes  TS3,NHS DIGITAL,13/04/2022,25000000.0,13/04/2022,12/04/2024,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/2bc212a3-4575-45bf-9f8f-9b01b96297ff,
79,"2,836",Cost Improvement & Data Analytics,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,13/04/2022,59880.0,13/04/2022,17/06/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/67d0d1dd-fad3-4512-ab5b-dd9d9946d307,
80,"2,832",IT Strategy & Architecture,H M REVENUE & CUSTOMS,13/04/2022,0.0,01/07/2022,30/06/2024,CGI IT UK LTD,https://www.contractsfinder.service.gov.uk/Notice/844b088d-67d9-42ec-ac02-1328c30287b5,
81,"2,837",Management Consultant Expenses,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,13/04/2022,14205.0,13/04/2022,17/06/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/aaf167ce-5873-4c14-82b2-b826b0b1aa28,
82,"4,005","No matching tender, likely a direct award",NORTH AYRSHIRE COUNCIL,13/04/2022,198116.0,,,G4S CASH SOLUTIONS (UK) LTD,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=APR446026,
83,"2,831",Cash Collection Services,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,12/04/2022,30000.0,15/02/2022,14/02/2023,G4S CASH SOLUTIONS (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/2e464be7-10e9-4c77-8d04-5f4efa8dfcf1,
84,"3,856","No matching tender, likely a direct award",UK SHARED BUSINESS SERVICES LIMITED,12/04/2022,33500000.0,,,IBM UNITED KINGDOM LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR394692,
85,"4,507","DDaT21174 Services for HR, Accounting, Reporting & Procurement (SHARP)",UK SHARED BUSINESS SERVICES LIMITED,11/04/2022,,,,IBM UNITED KINGDOM LIMITED,https://www.find-tender.service.gov.uk/Notice/009576-2022,
86,"2,830",Systems Delivery and Integration Services Framework,THE BRITISH BROADCASTING CORPORATION (BBC),11/04/2022,40000000.0,12/04/2022,11/04/2026,ATOS IT SERVICES UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/bf792dea-589c-40b3-9346-699b82694628,
87,"2,828",Call Off order form for RM6187 Management Consultancy Framework Three (MCF3),BROMFORD HOUSING GROUP LIMITED,11/04/2022,445000.0,11/04/2022,10/04/2023,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/be8ce7b5-c916-4019-b9a8-0aa8b85109aa,
88,"2,826",C20221139 - Organisational Design Work Consultancy Support,OFCOM,11/04/2022,177500.0,19/04/2022,31/03/2023,MCKINSEY & COMPANY,https://www.contractsfinder.service.gov.uk/Notice/a6de72ef-8b7f-4414-b93f-0a397e852097,
89,"2,827",2022-036 Delivery of Strategic Gold and PMO Support,OFGEM,11/04/2022,651300.0,11/04/2022,31/07/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/a2569b61-071b-4d30-90c9-5830e2b44be9,
90,"2,829","DDaT21174 Services for HR, Accounting, Reporting & Procurement (SHARP)",UK SHARED BUSINESS SERVICES LIMITED,11/04/2022,33500000.0,16/05/2022,02/05/2027,IBM UNITED KINGDOM LIMITED,https://www.contractsfinder.service.gov.uk/Notice/a4e4ee22-e92d-4740-8bbd-18aec654b5d0,
91,"3,573","No matching tender, likely a direct award",WEST LOTHIAN COUNCIL,11/04/2022,583795.0,,,CAPITA IT SERVICES (CAPITA BUSINESS SERVICES),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=APR445837,
92,"2,825",Planning Support,ROCHFORD DISTRICT COUNCIL,10/04/2022,100000.0,11/04/2022,10/04/2023,CAPITA PROPERTY & INFRASTRUCTURE LTD,https://www.contractsfinder.service.gov.uk/Notice/9fccd340-80a6-43a2-b860-6ba92149a5c9,
93,"3,878","No matching tender, likely a direct award",UK RESEARCH & INNOVATION,09/04/2022,127000.0,,,DELOITTE LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR394585,
94,"3,877","No matching tender, likely a direct award",UK HYDROGRAPHIC OFFICE,09/04/2022,500000.0,,,PRICEWATERHOUSECOOPERS LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR394572,
95,"4,510",UKRI-2127 IAM Information Security Senior Project Manager,UK RESEARCH & INNOVATION,08/04/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/009504-2022,
96,"4,242",Business Consultancy Support,UK HYDROGRAPHIC OFFICE,08/04/2022,,,,PRICEWATERHOUSECOOPERS LLP,https://www.find-tender.service.gov.uk/Notice/009488-2022,
97,"2,822",SR780820181 Automation Delivery (Automation Delivery Centres),H M REVENUE & CUSTOMS,08/04/2022,10000000.0,08/04/2022,07/04/2024,CAPITA BUSINESS SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/3103e47f-b8d5-42c5-a696-8053599dca22,
98,"2,821",Secure Collection of High Risk High Value Items,HOME OFFICE,08/04/2022,360000.0,08/04/2022,31/03/2023,G4S CASH SOLUTIONS,https://www.contractsfinder.service.gov.uk/Notice/7eab679b-4d64-424b-87d5-c19aa991faee,
99,"2,820",SR781202386 Post-Covid Recovery & SR21 New Build Activity (Digital Delivery Centres),H M REVENUE & CUSTOMS,08/04/2022,95000000.0,08/04/2022,07/04/2024,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/13216de4-54f8-4e96-b79a-beaab3a43560,
0,"2,489",Layered Open Architecture,NHS ENGLAND,20/01/2022,190990.0,01/01/2022,30/04/2022,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/b8e26796-eaa5-4aae-b4e7-586b3fbd422d,
1,"2,491",Digital Test Services,NHS DIGITAL,20/01/2022,30000000.0,13/12/2021,12/01/2024,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/7a0072da-3bf5-422d-819f-99180847c630,
2,"2,490",Digital Test Services,NHS DIGITAL,20/01/2022,30000000.0,13/12/2021,12/01/2024,ACCENTURE (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/0ca4d87b-67e8-44ab-88d5-cf2b9866ea24,
3,"3,270","No matching tender, likely a direct award",SCOTTISH GOVERNMENT,20/01/2022,150000.0,,,ERNST & YOUNG LLP,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JAN438276,
4,"3,242","No matching tender, likely a direct award",NORSE GROUP,20/01/2022,3000000.0,,,PRICEWATERHOUSECOOPERS LLP (PWC UK),https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN385755,
5,"4,023","No matching tender, likely a direct award",CHESHIRE CONSTABULARY,19/01/2022,,11/01/2022,31/03/2022,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50579,
6,"4,022","No matching tender, likely a direct award",CHESHIRE CONSTABULARY,19/01/2022,,11/01/2022,10/01/2023,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50580,
7,"4,021","No matching tender, likely a direct award",SEDGEMOOR DISTRICT COUNCIL AND HOMES IN SEDGEMOOR,19/01/2022,,19/01/2022,31/03/2022,CAPITA PROPERTY AND INFRASTRUCTURE,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=ef4ba615-4279-ec11-8110-005056b64545,
8,"4,170",Norse Group External Auditing Services,NORSE GROUP,19/01/2022,,,,PRICEWATERHOUSECOOPERS LLP (PWC UK),https://www.find-tender.service.gov.uk/Notice/001582-2022,
9,"2,487",CS21679 Data Migration Support,UK SHARED BUSINESS SERVICES LIMITED,19/01/2022,22575.0,20/01/2022,21/01/2022,PRICEWATERHOUSECOOPERS CI LLP,https://www.contractsfinder.service.gov.uk/Notice/c5ae964b-562e-4202-aae9-9a2bba9b9185,
10,"2,486",Radio Frequency Identification (RFID) Traceability System Feasibility Study,DEFRA NETWORK ETENDERING PORTAL,19/01/2022,64500.0,24/01/2022,04/03/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/8336dda6-ef30-496a-9210-0b963483830b,
11,"4,276","No matching tender, likely a direct award",SOUTH WALES POLICE,18/01/2022,,23/12/2021,22/12/2026,ATOS IT SERVICES UK LTD,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50566,
12,"4,275","No matching tender, likely a direct award",CHESHIRE CONSTABULARY,18/01/2022,,18/01/2022,26/05/2022,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=50573,
13,"2,483",ARNOLD Maintenance and Development - con_12812,DEPARTMENT FOR EDUCATION,18/01/2022,80000.0,12/01/2022,11/01/2024,CAPGEMINI UK,https://www.contractsfinder.service.gov.uk/Notice/7be5a750-b9c2-4680-bc22-4d98da7f23c6,
14,"2,480",Specialist Covenant Advice,WOLVERHAMPTON CITY COUNCIL,18/01/2022,700000.0,01/02/2022,31/01/2029,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/a484042e-8593-4d91-87f2-42200444d91a,
15,"2,485",Provision of IT Health Checks,"FOREIGN, COMMONWEALTH AND DEVELOPMENT OFFICE",18/01/2022,10580.0,19/01/2022,31/03/2022,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/8a023851-c41f-4931-bed0-644c9f4b30f8,
16,"2,481",Request for CCS SYSTEMS ANNUAL IT HEALTH CHECK,CROWN COMMERCIAL SERVICE,18/01/2022,400000.0,12/01/2022,11/01/2023,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/82080bed-657a-40c2-a587-265b6d9b0fb6,
17,"2,484",Outpatient  Delivery and Review for the Elective Recovery Programme,NHS ENGLAND,18/01/2022,698200.0,01/12/2021,30/04/2023,THE BOSTON CONSULTING GROUP UK LLP,https://www.contractsfinder.service.gov.uk/Notice/aa7d0eae-8327-49f8-9c34-143557e90c76,
18,"2,482",Commercial Resource Support,NUCLEAR DECOMMISSIONING AUTHORITY,18/01/2022,95000.0,18/01/2022,18/05/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/099db91f-dca3-4cab-9d5e-049ceeb392b7,
19,"2,477",Operational Consultancy,STAFFORDSHIRE AND LANCASHIRE COMMISSIONING SUPPORT UNIT,17/01/2022,337980.0,17/01/2022,31/03/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/46f1f7a9-a7f7-4da8-a47b-e42db3f2627b,
20,"2,475",DDaT Central Data Services Partner Service,HOME OFFICE,17/01/2022,30000000.0,17/01/2022,16/01/2024,IBM UNITED KINGDOM LTD,https://www.contractsfinder.service.gov.uk/Notice/a4d9141d-b0bc-42e2-be90-847efb1d5683,
21,"2,478",NCF: Programme Monitoring & Evaluation _ Design,DEFRA NETWORK ETENDERING PORTAL,17/01/2022,199798.0,17/01/2022,31/03/2022,PA CONSULTING,https://www.contractsfinder.service.gov.uk/Notice/eca31c6c-ef40-4e93-893c-4270db82428e,
22,"2,479",HMRC Security Operating Model Transformation,H M REVENUE & CUSTOMS,17/01/2022,400000.0,24/01/2022,31/03/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/fc2a45ee-4649-463b-aefb-6c7d4fbf23fe,
23,"2,476",Data Acquisition Inventory and Strategy,DEPARTMENT FOR WORK AND PENSIONS,17/01/2022,332170.0,17/01/2022,31/03/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/a7530ac5-036d-4630-84d8-c764680e39cf,
24,"2,473",ETS Commercial & Procurement Delivery Partner,EDUCATION AUTHORITY,14/01/2022,1500000.0,13/12/2021,12/12/2025,KPMG,https://www.contractsfinder.service.gov.uk/Notice/6ed77939-4e80-4f91-adbf-06341a01136e,
25,"2,472",Contract Award - Target Operating Model,DEFRA NETWORK ETENDERING PORTAL,14/01/2022,150000.0,17/01/2022,31/03/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/0b9490c5-038b-4d2b-82d3-39ed1f4c5c5f,
26,"2,474",GB-Sheffield: Fraud Risk Consultancy,BRITISH BUSINESS BANK,14/01/2022,75000.0,17/01/2022,31/03/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/7d825142-7cd9-4df8-ab7d-ece9ac11a603,
27,"2,469",Senior Procurement Manager Resource,HS2,13/01/2022,29850.0,13/12/2021,31/03/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/7c1f0283-c03a-4515-b517-77a95a7b64e5,
28,"2,471",Request for Proposal - Climate Change Consultancy Services,BORDER TO COAST PENSIONS PARTNERSHIP LTD,13/01/2022,47500.0,18/01/2022,31/03/2022,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/b2045c74-7f26-4f58-b7db-b3f7c40a0c99,
29,"2,468","Workforce, Leadership and Process Review",DFTC - DEPARTMENT FOR TRANSPORT,13/01/2022,400000.0,17/01/2022,10/04/2022,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/fcce4ee3-25f2-4e77-8af4-2a645550207c,
30,"2,470",Contract for PCI Secure Telephone Payments Solution,GATESHEAD COUNCIL,13/01/2022,293818.0,14/01/2022,13/01/2027,CAPITA BUSINESS SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/fd469a1d-ada8-4234-8907-f0d8274fb249,
31,"2,465",Consultancy Services to help design a formal assurance framework for the University.,UNIVERSITY OF NOTTINGHAM (THE),12/01/2022,85000.0,12/01/2022,12/01/2022,KPMG,https://www.contractsfinder.service.gov.uk/Notice/86f3751b-2225-4c8f-b89e-a7b29c865a9a,
32,"2,464",Specialist Risk & Control Support,STUDENT LOANS COMPANY LIMITED,12/01/2022,75000.0,19/01/2022,30/04/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/56a2ad3f-1491-44d7-9780-207ed3725c7e,
33,"2,466",HMRC Enterprise Integration Service - Borders & Trade Release 2 Delivery,H M REVENUE & CUSTOMS,12/01/2022,0.0,12/01/2022,11/01/2024,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/0670bd77-14a4-460e-bd69-8f89a7f1e175,
34,"2,463",HMRC Enterprise Integration Service - CDS: Single Customs Platform Delivery,H M REVENUE & CUSTOMS,12/01/2022,0.0,12/01/2022,11/01/2024,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/37ff5914-049b-4742-9415-7fd13402e270,
35,"2,462",Microsoft Office 365 Implementation,UK HEALTH SECURITY AGENCY,12/01/2022,1657969.0,11/01/2022,10/10/2022,ATOS IT SERVICES UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/4bfb917f-94cd-42f7-9e9a-bf09fb771c7a,
36,"2,467",Building Safety Red Review Support,"DEPARTMENT FOR LEVELLING UP, HOUSING AND COMMUNITIES",12/01/2022,540000.0,12/01/2022,24/02/2022,BOSTON CONSULTING GROUP LIMITED (THE),https://www.contractsfinder.service.gov.uk/Notice/bed4c7a9-1726-4bb8-aaa3-b4f1081b5b57,
37,"4,951",Future Flood Warnings System (FFWS),ENVIRONMENT AGENCY,11/01/2022,,,,FUJITSU SERVICES LIMITED,https://www.find-tender.service.gov.uk/Notice/000822-2022,
38,"2,460",UK SBS - PS21194 - Job Transition Pathways and Future Skills Needs in Sectors Undergoing Structural Changes,UK SHARED BUSINESS SERVICES LIMITED,11/01/2022,159221.0,07/01/2022,06/05/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/4e8dae87-1536-4709-ac76-b744c87a12d8,
39,"2,461",Audit fees,NEWCASTLE UNIVERSITY,11/01/2022,71000.0,12/01/2022,13/01/2022,ERNST AND YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/b37c2389-0897-4667-99b7-9c3dc0442ac2,
40,"2,459","Recruitment of Head of School and Associate Dean,",UNIVERSITY OF WOLVERHAMPTON ENTERPRISE LIMITED,11/01/2022,14380.0,17/01/2022,17/01/2023,CAPITA RESOURCING LTD,https://www.contractsfinder.service.gov.uk/Notice/9cda7fda-6d90-4af1-b83e-0ce11a27cfdd,
41,"3,992","No matching tender, likely a direct award",NOTTINGHAM CITY COUNCIL,11/01/2022,33000000.0,,,SERCO LEISURE OPERATING LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN384691,
42,"3,991","No matching tender, likely a direct award",DEFRA NETWORK ETENDERING PORTAL,11/01/2022,4500000.0,,,CAPITA PENSIONS SOLUTIONS,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN384757,
43,"4,003",Environment Agency Pension Fund (EAPF) Administration,DEFRA NETWORK ETENDERING PORTAL,10/01/2022,,,,CAPITA PENSIONS SOLUTIONS,https://www.find-tender.service.gov.uk/Notice/000701-2022,
44,"5,128",CPU 3992 Mansfield District Council Leisure Operating Contract,NOTTINGHAM CITY COUNCIL,10/01/2022,,,,SERCO LEISURE OPERATING LIMITED,https://www.find-tender.service.gov.uk/Notice/000628-2022,
45,"4,390","No matching tender, likely a direct award",SURREY POLICE,10/01/2022,,01/07/2022,30/06/2024,CGI IT UK LIMITED,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=49541,
46,"4,381","No matching tender, likely a direct award",WIRRAL BOROUGH COUNCIL,10/01/2022,,01/01/2022,31/03/2028,CAPITA BUSINESS SERVICES LTD,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=4b733bf6-4362-ec11-8110-005056b64545,
47,"4,378","No matching tender, likely a direct award",WIRRAL BOROUGH COUNCIL,10/01/2022,,01/04/2022,31/03/2027,CAPITA BUSINESS SERVICES LTD,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=b294613f-bb61-ec11-8110-005056b64545,
48,"2,458",ePOS Requirements Support,POST OFFICE LIMITED,10/01/2022,256508.0,10/01/2022,01/04/2022,ACCENTURE,https://www.contractsfinder.service.gov.uk/Notice/c0cdf284-b8e9-495a-bf03-e8e5eb040786,
49,"2,456",TEN-2122-015 Provision of incident response support and remediation resource,NATIONAL EMPLOYMENT SAVINGS TRUST (NEST),10/01/2022,50000.0,10/01/2022,09/01/2023,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/d3663f59-f46d-42fd-97c8-466c1580a2b6,
50,"2,457",RM3822 Methods and Media Selection Tool (MMST) Lite,MINISTRY OF DEFENCE,10/01/2022,26381.0,10/01/2022,31/03/2022,CAPITA BUSINESS SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/362a0c6b-3c6a-4c2a-be74-93ac69a79718,
51,"4,207","No matching tender, likely a direct award",SCOTTISH GOVERNMENT,10/01/2022,546000.0,,,KPMG LLP,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JAN437310,
52,"2,455",UKSA PS21148 Review of interventions by UK Space Agency- Framework further competition,UK SHARED BUSINESS SERVICES LIMITED,09/01/2022,125000.0,10/01/2022,31/03/2022,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/4e549904-9bb0-478a-9b99-9a786e692c52,
53,"2,454",Telecommunication Services Lot 2 - Venue Network Integration Services,BIRMINGHAM 2022,09/01/2022,6114123.0,10/01/2022,31/12/2022,FUJITSU SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/f1b0a875-48c7-413c-8e7b-938e9a0fa89c,
54,"4,379","No matching tender, likely a direct award",GENOMICS ENGLAND LIMITED,08/01/2022,4600000.0,,,IBM UK LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN384362,
55,"4,380","No matching tender, likely a direct award",GENOMICS ENGLAND LIMITED,08/01/2022,2500000.0,,,IBM UK LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN384365,
56,"4,369","No matching tender, likely a direct award",THE UNIVERSITY OF NOTTINGHAM,08/01/2022,80000000.0,,,CGI IT UK LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JAN384518,
57,"5,130",Deloitte NTP Phase 5,SECRETARY OF STATE FOR HEALTH AND SOCIAL CARE ACTING AS PART OF THE CROWN THROUGH UK HEALTH SECURITY AGENCY,07/01/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/000514-2022,
58,"4,480",The University of Nottingham - Digital Partner,THE UNIVERSITY OF NOTTINGHAM,07/01/2022,,,,CGI IT UK LIMITED,https://www.find-tender.service.gov.uk/Notice/000493-2022,
59,"4,479",The University of Nottingham - Digital Partner,THE UNIVERSITY OF NOTTINGHAM,07/01/2022,,,,CGI IT UK LIMITED,https://www.find-tender.service.gov.uk/Notice/000493-2022,
60,"5,134","Y21028 - Supply of IT Hardware including New, Remanufactured and Refurbished, Disposal and Associated Services",KENT COUNTY COUNCIL (T/A KCS),07/01/2022,,,,FUJITSU,https://www.find-tender.service.gov.uk/Notice/000440-2022,
61,"2,453",SHFT External Audit Procurement,SOUTHERN HEALTH NHS FOUNDATION TRUST,07/01/2022,534000.0,01/11/2021,31/10/2024,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/969b832a-cc77-4722-b221-3794e9947966,
62,"2,452",Delivery Channel Leadership,UK HEALTH SECURITY AGENCY,07/01/2022,203250.0,04/05/2020,31/05/2021,SERCO LIMITED,https://www.contractsfinder.service.gov.uk/Notice/5345706c-28e8-41da-8ad4-f86a9dfdeef2,
63,"4,409","No matching tender, likely a direct award",CUMBRIA COUNTY COUNCIL,06/01/2022,,31/01/2022,16/12/2022,CAPITA PROPERTY & INFRASTRUCTURE LIMITED,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=ab003669-9c40-ec11-810e-005056b64545,
64,"5,135",Platform Engineering Services - Partner,GENOMICS ENGLAND LIMITED,06/01/2022,,,,IBM UK LIMITED,https://www.find-tender.service.gov.uk/Notice/000320-2022,
65,"5,136",Software Engineering Services Interim - NGIS,GENOMICS ENGLAND LIMITED,06/01/2022,,,,IBM UK LIMITED,https://www.find-tender.service.gov.uk/Notice/000316-2022,
66,"2,450",Provision of data services,MET OFFICE,06/01/2022,991798.0,06/01/2022,06/01/2025,IBM UNITED KINGDOM FINANCIAL SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/0f4fc01b-42e5-49e6-b4f2-85f89b40629a,
67,"2,451",National Security Science and Research Programme,DFTC - DEPARTMENT FOR TRANSPORT,06/01/2022,12000000.0,06/01/2022,05/01/2026,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/f90a0afb-e1f7-4dd6-a248-b631a04aec7d,
68,"2,449",PSF 3 Lot 2b - Marina Village Ground Remediation,CUMBRIA COUNTY COUNCIL,06/01/2022,97296.0,31/01/2022,16/12/2022,CAPITA PROPERTY & INFRASTRUCTURE LIMITED,https://www.contractsfinder.service.gov.uk/Notice/d68cfac1-1a6a-4d6c-9938-b22404c6b8aa,
